order_id,customer_id,product_id,order_date,quantity,total_amount
O05051,C01571,P0392,2023-02-22,2,1785.94
O05052,C00486,P0371,2024-12-10,5,7399.7
O05053,C01800,P0494,2023-05-17,3,5741.49
O05054,C00489,P0473,2023-03-09,3,5634.54
O05055,C01490,P0444,2023-02-11,4,2622.48
O05056,C01837,P0491,2023-11-11,1,1602.21
O05057,C01183,P0141,2024-06-22,5,5198.55
O05058,C00321,P0410,2023-07-10,5,1867.3
O05059,C00532,P0046,2024-03-28,4,3674.16
O05060,C01345,P0346,2023-04-09,1,84.09
O05061,C00068,P0247,2024-08-11,5,4125.5
O05062,C00129,P0298,2023-04-20,2,3142.24
O05063,C00064,P0103,2023-09-30,2,973.26
O05064,C00562,P0442,2023-09-30,1,1811.22
O05065,C01352,P0169,2024-02-22,3,3802.26
O05066,C01403,P0135,2024-11-20,1,669.95
O05067,C00252,P0395,2023-02-19,2,3517.0
O05068,C01460,P0116,2024-11-07,3,862.77
O05069,C00853,P0198,2023-06-30,4,2513.88
O05070,C01367,P0096,2024-10-21,3,3235.26
O05071,C01530,P0272,2023-11-29,5,7361.45
O05072,C01104,P0264,2023-04-28,4,4121.76
O05073,C00042,P0275,2023-01-20,1,1478.58
O05074,C01743,P0187,2023-03-26,5,194.4
O05075,C01439,P0309,2024-06-09,5,2226.0
O05076,C00740,P0223,2023-04-27,2,2584.78
O05077,C00851,P0411,2023-11-14,5,4369.75
O05078,C00813,P0238,2024-06-18,5,6794.95
O05079,C01903,P0075,2024-07-19,2,147.48
O05080,C01697,P0227,2024-08-31,3,1347.33
O05081,C00853,P0198,2023-05-14,5,3142.35
O05082,C00397,P0139,2024-09-29,4,1596.12
O05083,C00731,P0039,2024-11-22,2,2558.24
O05084,C01628,P0361,2024-07-18,1,1572.29
O05085,C01878,P0193,2024-11-07,1,1238.31
O05086,C00799,P0157,2023-12-31,2,1651.82
O05087,C01654,P0098,2024-10-15,4,2206.16
O05088,C01297,P0320,2024-12-28,4,1965.72
O05089,C00496,P0386,2024-02-27,4,5176.64
O05090,C01975,P0262,2024-05-31,2,1770.3
O05091,C01238,P0095,2023-06-11,3,4557.3
O05092,C00841,P0159,2024-09-05,3,2022.87
O05093,C00638,P0280,2024-01-20,4,2267.64
O05094,C01237,P0162,2024-11-22,4,1670.68
O05095,C01032,P0325,2024-05-21,5,6806.4
O05096,C01001,P0241,2023-04-22,5,7656.85
O05097,C01337,P0008,2023-08-31,5,6256.3
O05098,C01486,P0352,2024-12-14,2,2453.82
O05099,C01220,P0196,2023-10-19,3,3477.45
O05100,C01515,P0255,2023-02-08,4,617.6
O05101,C00367,P0446,2024-12-27,4,4067.32
O05102,C01811,P0048,2024-11-25,4,2610.72
O05103,C00210,P0475,2024-10-15,1,964.94
O05104,C01790,P0207,2023-03-14,3,691.23
O05105,C01566,P0286,2024-12-30,3,3493.92
O05106,C00681,P0416,2023-07-30,1,427.5
O05107,C01737,P0325,2024-06-09,3,4083.84
O05108,C01115,P0267,2024-10-14,5,8864.15
O05109,C01611,P0463,2024-08-18,4,1172.4
O05110,C00665,P0190,2023-05-13,2,1372.08
O05111,C00193,P0265,2024-01-10,1,1216.14
O05112,C00008,P0081,2024-08-31,4,6788.72
O05113,C00685,P0401,2023-08-15,3,1177.71
O05114,C00836,P0040,2023-12-25,2,3644.78
O05115,C01891,P0139,2024-05-09,5,1995.15
O05116,C01952,P0164,2023-07-14,1,535.06
O05117,C01002,P0048,2024-07-12,2,1305.36
O05118,C01098,P0234,2024-04-06,3,3694.65
O05119,C00198,P0011,2024-04-15,4,5901.24
O05120,C00413,P0452,2023-11-08,4,5849.64
O05121,C01042,P0101,2024-03-12,3,3318.96
O05122,C00643,P0136,2023-06-02,5,240.0
O05123,C01550,P0471,2024-12-05,3,62.04
O05124,C00454,P0254,2024-06-19,3,1510.83
O05125,C01178,P0083,2023-01-17,1,1519.05
O05126,C00283,P0258,2024-06-06,4,5695.64
O05127,C00675,P0318,2023-09-16,1,824.7
O05128,C01109,P0282,2023-04-04,4,278.36
O05129,C00655,P0298,2023-05-12,4,6284.48
O05130,C01748,P0050,2023-03-10,1,1947.16
O05131,C00495,P0269,2023-10-10,2,2385.36
O05132,C01054,P0310,2023-05-04,3,2112.24
O05133,C01579,P0100,2023-04-28,4,3175.24
O05134,C00999,P0253,2024-04-11,2,452.88
O05135,C00437,P0089,2023-11-30,4,2445.24
O05136,C00235,P0081,2023-02-27,5,8485.9
O05137,C00439,P0024,2023-07-01,5,7110.35
O05138,C01919,P0274,2023-09-29,5,5642.5
O05139,C00744,P0270,2024-01-28,2,1223.42
O05140,C00528,P0487,2024-08-02,5,8334.7
O05141,C00477,P0264,2024-07-23,2,2060.88
O05142,C00049,P0260,2023-02-16,2,2511.12
O05143,C00963,P0050,2024-09-30,5,9735.8
O05144,C01843,P0082,2024-04-15,5,9662.55
O05145,C01800,P0146,2023-09-05,4,7052.8
O05146,C01732,P0450,2024-02-02,1,985.83
O05147,C00847,P0451,2024-04-23,2,3327.08
O05148,C01527,P0281,2023-03-30,3,565.65
O05149,C00427,P0477,2024-12-17,3,2753.01
O05150,C01322,P0271,2024-02-11,2,2725.48
O05151,C01626,P0219,2023-04-22,4,3984.84
O05152,C01639,P0252,2023-07-14,3,5872.14
O05153,C01764,P0172,2023-08-19,4,7037.88
O05154,C00127,P0110,2023-06-19,1,776.77
O05155,C00960,P0397,2024-10-20,1,1877.24
O05156,C00791,P0142,2023-11-19,2,2163.18
O05157,C00541,P0490,2023-05-24,3,5156.16
O05158,C01004,P0089,2023-01-07,5,3056.55
O05159,C01260,P0391,2023-12-15,5,6961.5
O05160,C01948,P0301,2024-07-13,3,3016.41
O05161,C01415,P0152,2023-10-16,1,357.33
O05162,C01496,P0470,2024-12-19,2,1299.32
O05163,C01544,P0384,2024-10-09,4,345.52
O05164,C01374,P0073,2023-07-06,1,586.19
O05165,C01523,P0356,2023-10-14,2,195.82
O05166,C00551,P0194,2024-03-07,1,1814.74
O05167,C01870,P0391,2024-09-19,3,4176.9
O05168,C01622,P0347,2024-02-13,1,452.69
O05169,C01487,P0271,2024-10-04,5,6813.7
O05170,C00585,P0115,2023-06-30,5,7520.05
O05171,C00526,P0081,2023-07-03,4,6788.72
O05172,C00077,P0290,2024-10-13,3,2757.84
O05173,C01132,P0436,2023-04-02,4,7125.8
O05174,C00479,P0374,2023-08-25,3,5028.96
O05175,C00811,P0012,2024-02-08,3,1873.83
O05176,C00994,P0462,2023-01-24,2,3818.72
O05177,C00139,P0212,2024-12-05,5,8830.8
O05178,C01884,P0096,2023-06-05,1,1078.42
O05179,C00036,P0329,2023-11-06,5,6476.85
O05180,C01981,P0305,2024-07-09,2,2179.48
O05181,C00652,P0392,2023-10-29,3,2678.91
O05182,C01260,P0074,2023-03-25,4,1707.96
O05183,C01334,P0165,2023-02-16,3,5915.31
O05184,C00708,P0390,2024-12-28,4,3470.28
O05185,C01207,P0465,2024-08-22,2,302.46
O05186,C00952,P0162,2023-08-26,2,835.34
O05187,C01017,P0194,2023-09-19,2,3629.48
O05188,C00444,P0331,2024-01-03,2,3057.7
O05189,C00093,P0441,2023-05-31,3,3902.13
O05190,C01444,P0359,2023-06-17,1,660.84
O05191,C01613,P0114,2024-07-07,4,4713.44
O05192,C01254,P0007,2023-07-31,3,5862.06
O05193,C00804,P0004,2023-04-03,3,1955.13
O05194,C00186,P0480,2024-01-04,2,985.84
O05195,C00673,P0172,2023-11-29,5,8797.35
O05196,C01089,P0277,2023-12-20,5,315.8
O05197,C00872,P0440,2024-06-14,3,5949.75
O05198,C00428,P0365,2023-11-27,3,4628.55
O05199,C01168,P0472,2023-02-18,5,7049.7
O05200,C01134,P0220,2024-02-06,4,5418.8
O05201,C00687,P0415,2024-12-30,3,5465.73
O05202,C00774,P0420,2023-09-14,4,198.4
O05203,C00024,P0466,2024-02-29,1,1305.34
O05204,C01751,P0164,2024-03-10,4,2140.24
O05205,C01884,P0484,2023-05-05,1,1397.57
O05206,C00467,P0393,2023-04-01,3,4859.94
O05207,C00075,P0392,2023-01-25,5,4464.85
O05208,C01717,P0089,2023-11-03,4,2445.24
O05209,C00802,P0307,2024-04-28,1,1923.44
O05210,C00299,P0253,2023-10-09,5,1132.2
O05211,C00962,P0125,2023-02-15,4,3789.72
O05212,C00058,P0435,2023-07-24,5,9512.9
O05213,C00465,P0123,2024-06-14,4,2015.04
O05214,C01770,P0227,2024-12-22,3,1347.33
O05215,C00677,P0154,2023-09-15,1,1089.28
O05216,C01422,P0230,2023-06-02,5,5818.2
O05217,C01715,P0172,2023-02-26,2,3518.94
O05218,C00476,P0055,2024-01-28,2,1850.78
O05219,C01496,P0451,2024-01-05,1,1663.54
O05220,C01099,P0363,2023-11-03,5,3790.55
O05221,C01099,P0154,2024-07-15,2,2178.56
O05222,C00460,P0113,2023-02-26,2,1621.28
O05223,C01503,P0082,2024-09-19,5,9662.55
O05224,C00572,P0483,2024-01-21,5,4385.9
O05225,C00636,P0492,2024-01-03,5,605.35
O05226,C01228,P0392,2023-06-08,5,4464.85
O05227,C01296,P0167,2024-09-16,4,6664.92
O05228,C00895,P0191,2023-07-06,3,337.14
O05229,C01166,P0067,2024-11-28,5,723.6
O05230,C01832,P0349,2024-06-13,5,5298.65
O05231,C00002,P0133,2023-05-18,3,646.89
O05232,C00721,P0154,2024-12-05,3,3267.84
O05233,C00252,P0402,2023-06-25,1,47.46
O05234,C01652,P0232,2024-07-31,2,1792.14
O05235,C00109,P0496,2024-06-26,2,275.24
O05236,C01660,P0354,2024-01-25,4,1158.68
O05237,C00534,P0348,2024-02-09,2,1917.5
O05238,C01692,P0206,2023-04-30,5,1877.45
O05239,C01183,P0477,2023-08-30,3,2753.01
O05240,C01048,P0331,2024-09-19,3,4586.55
O05241,C01154,P0149,2023-06-13,1,793.61
O05242,C00705,P0048,2023-04-19,5,3263.4
O05243,C01684,P0287,2024-06-12,2,2168.8
O05244,C01010,P0058,2024-03-10,1,1713.86
O05245,C00729,P0493,2023-06-09,2,591.4
O05246,C01387,P0184,2024-02-17,1,1003.71
O05247,C00710,P0034,2024-05-09,5,9219.2
O05248,C01207,P0251,2024-03-25,5,143.25
O05249,C01803,P0424,2024-09-21,4,4567.12
O05250,C01774,P0399,2023-04-05,1,1135.56
O05251,C01338,P0454,2024-06-10,2,648.98
O05252,C01864,P0026,2024-07-18,5,6582.05
O05253,C00551,P0250,2024-08-30,5,3554.1
O05254,C00231,P0057,2024-08-17,3,3001.08
O05255,C00152,P0074,2024-06-27,2,853.98
O05256,C00492,P0115,2023-10-14,2,3008.02
O05257,C00313,P0492,2023-10-22,1,121.07
O05258,C01268,P0107,2023-02-20,5,967.25
O05259,C01392,P0186,2023-08-13,2,462.06
O05260,C01679,P0464,2023-03-26,2,1277.26
O05261,C01109,P0469,2024-09-13,5,493.0
O05262,C00702,P0359,2024-09-29,5,3304.2
O05263,C00706,P0117,2023-09-12,5,3327.45
O05264,C01259,P0393,2024-10-11,4,6479.92
O05265,C00813,P0021,2024-10-24,2,723.78
O05266,C01080,P0381,2023-08-23,5,6019.8
O05267,C01765,P0172,2024-08-21,4,7037.88
O05268,C00336,P0292,2023-10-30,1,1339.35
O05269,C00225,P0237,2024-08-29,3,493.59
O05270,C00752,P0264,2024-05-04,1,1030.44
O05271,C01288,P0402,2023-09-14,5,237.3
O05272,C01518,P0263,2023-05-05,2,742.38
O05273,C01448,P0465,2023-12-04,5,756.15
O05274,C00355,P0170,2023-12-03,5,1646.25
O05275,C01249,P0363,2023-10-18,4,3032.44
O05276,C01270,P0309,2024-04-26,2,890.4
O05277,C01745,P0417,2023-04-08,5,556.7
O05278,C01757,P0438,2023-01-27,3,3927.45
O05279,C00708,P0277,2024-06-25,3,189.48
O05280,C00426,P0265,2023-10-22,1,1216.14
O05281,C00486,P0463,2023-03-10,5,1465.5
O05282,C00569,P0306,2024-04-18,3,421.5
O05283,C00078,P0275,2023-10-29,2,2957.16
O05284,C00186,P0012,2024-04-27,1,624.61
O05285,C01268,P0105,2023-03-22,1,1200.37
O05286,C00847,P0112,2024-11-11,4,6318.92
O05287,C00819,P0491,2024-04-24,1,1602.21
O05288,C01142,P0162,2024-09-13,1,417.67
O05289,C01325,P0488,2023-01-13,1,1316.67
O05290,C00456,P0407,2023-02-24,3,1754.13
O05291,C00294,P0202,2024-08-25,5,9769.95
O05292,C00700,P0025,2023-08-25,5,2443.35
O05293,C00099,P0062,2024-11-20,1,912.72
O05294,C01093,P0423,2024-09-27,2,1980.14
O05295,C00923,P0431,2023-02-02,4,2728.4
O05296,C01110,P0274,2024-01-13,4,4514.0
O05297,C00664,P0275,2024-10-09,2,2957.16
O05298,C00799,P0263,2024-01-07,1,371.19
O05299,C02000,P0408,2023-05-29,4,4669.92
O05300,C00331,P0107,2023-06-01,2,386.9
O05301,C01714,P0162,2024-06-01,4,1670.68
O05302,C00193,P0491,2023-01-10,1,1602.21
O05303,C00931,P0142,2024-12-27,5,5407.95
O05304,C00227,P0059,2024-10-06,5,4040.85
O05305,C01010,P0112,2024-05-27,3,4739.19
O05306,C00323,P0275,2024-09-06,1,1478.58
O05307,C01319,P0268,2023-07-12,2,1262.58
O05308,C01584,P0487,2024-12-19,5,8334.7
O05309,C01158,P0492,2023-12-19,3,363.21
O05310,C00301,P0392,2023-05-28,2,1785.94
O05311,C01274,P0336,2023-11-24,4,891.72
O05312,C01923,P0445,2023-01-27,1,792.65
O05313,C00655,P0336,2024-09-02,3,668.79
O05314,C01507,P0061,2024-03-05,4,6440.6
O05315,C01814,P0010,2023-12-12,3,2926.59
O05316,C00897,P0472,2024-01-09,1,1409.94
O05317,C00569,P0244,2023-02-23,1,1843.58
O05318,C00522,P0374,2024-05-01,4,6705.28
O05319,C00002,P0028,2023-05-12,4,6731.64
O05320,C00894,P0447,2024-03-14,1,915.77
O05321,C01245,P0469,2024-05-26,2,197.2
O05322,C00827,P0456,2024-01-02,3,5714.61
O05323,C01703,P0397,2024-12-02,3,5631.72
O05324,C01912,P0317,2023-10-12,1,1174.72
O05325,C00876,P0240,2024-09-21,1,1648.93
O05326,C00941,P0403,2024-11-23,1,1744.03
O05327,C00929,P0235,2023-01-11,3,3893.4
O05328,C00223,P0267,2023-12-04,1,1772.83
O05329,C00221,P0049,2023-06-15,5,4098.85
O05330,C00823,P0348,2024-03-07,1,958.75
O05331,C01263,P0449,2024-12-04,3,566.88
O05332,C01392,P0069,2023-04-06,2,2330.46
O05333,C01885,P0250,2023-09-02,2,1421.64
O05334,C01450,P0367,2023-01-05,2,1553.58
O05335,C01144,P0378,2024-06-05,1,1677.01
O05336,C00776,P0267,2023-10-30,1,1772.83
O05337,C00774,P0480,2024-07-27,2,985.84
O05338,C01756,P0450,2023-10-12,1,985.83
O05339,C00411,P0052,2023-06-07,1,1190.28
O05340,C01261,P0270,2024-06-21,5,3058.55
O05341,C01005,P0025,2024-07-03,5,2443.35
O05342,C01844,P0039,2024-02-24,2,2558.24
O05343,C00228,P0376,2024-12-11,3,5582.52
O05344,C01540,P0219,2023-06-05,5,4981.05
O05345,C00948,P0438,2024-03-13,1,1309.15
O05346,C00777,P0074,2023-08-18,1,426.99
O05347,C01986,P0463,2024-02-22,5,1465.5
O05348,C00808,P0157,2023-07-10,1,825.91
O05349,C00479,P0268,2024-06-11,3,1893.87
O05350,C01087,P0221,2024-10-13,5,6026.85
O05351,C01915,P0110,2024-09-27,2,1553.54
O05352,C00957,P0128,2023-01-24,5,9676.0
O05353,C01146,P0192,2023-02-06,2,1885.62
O05354,C01736,P0045,2024-08-19,3,1866.93
O05355,C01663,P0277,2023-12-28,1,63.16
O05356,C01262,P0491,2023-03-15,4,6408.84
O05357,C00582,P0083,2024-02-11,2,3038.1
O05358,C01092,P0111,2024-01-18,1,1138.45
O05359,C00783,P0114,2023-06-20,5,5891.8
O05360,C01087,P0442,2023-04-04,5,9056.1
O05361,C00855,P0249,2024-03-17,2,3073.08
O05362,C00641,P0398,2023-06-16,5,9127.1
O05363,C00627,P0407,2024-06-23,3,1754.13
O05364,C00040,P0016,2023-06-27,4,6376.32
O05365,C00015,P0019,2024-04-26,5,1152.8
O05366,C00560,P0200,2023-05-09,1,692.12
O05367,C00647,P0133,2023-10-04,3,646.89
O05368,C01675,P0070,2024-02-05,2,3178.72
O05369,C00023,P0126,2024-05-08,4,5724.48
O05370,C00541,P0297,2023-02-24,2,1719.28
O05371,C00255,P0012,2024-07-23,4,2498.44
O05372,C00017,P0083,2023-05-31,1,1519.05
O05373,C00130,P0381,2023-11-02,2,2407.92
O05374,C00626,P0450,2023-10-29,2,1971.66
O05375,C01101,P0140,2024-02-04,5,581.8
O05376,C01553,P0043,2024-09-07,3,2743.83
O05377,C00033,P0129,2024-08-01,4,3055.96
O05378,C00148,P0125,2024-07-12,4,3789.72
O05379,C01976,P0323,2024-11-04,2,2497.62
O05380,C01557,P0103,2023-02-25,1,486.63
O05381,C01996,P0434,2023-05-18,2,3378.9
O05382,C01267,P0430,2024-07-26,2,2772.64
O05383,C00746,P0172,2023-08-02,2,3518.94
O05384,C01237,P0320,2024-07-31,3,1474.29
O05385,C00657,P0347,2024-07-24,4,1810.76
O05386,C00296,P0247,2024-10-09,3,2475.3
O05387,C00266,P0125,2023-10-07,3,2842.29
O05388,C01110,P0061,2024-01-17,1,1610.15
O05389,C01631,P0039,2023-03-03,1,1279.12
O05390,C01810,P0340,2024-05-14,3,4906.44
O05391,C01619,P0135,2024-04-13,4,2679.8
O05392,C00476,P0295,2024-05-14,4,7753.4
O05393,C01001,P0064,2023-04-22,3,1421.4
O05394,C01201,P0308,2023-12-08,1,187.35
O05395,C01343,P0438,2024-02-04,4,5236.6
O05396,C01133,P0249,2024-01-21,5,7682.7
O05397,C01058,P0108,2023-11-30,5,111.5
O05398,C01596,P0490,2024-05-12,2,3437.44
O05399,C00072,P0070,2024-03-02,1,1589.36
O05400,C00826,P0062,2024-06-21,1,912.72
O05401,C01930,P0100,2023-03-24,2,1587.62
O05402,C00780,P0153,2023-11-29,4,3238.92
O05403,C00225,P0468,2023-11-01,4,6120.32
O05404,C00355,P0233,2023-11-14,5,4506.4
O05405,C01864,P0019,2024-06-09,4,922.24
O05406,C01193,P0322,2023-11-21,3,5195.64
O05407,C01624,P0092,2023-08-15,4,6524.84
O05408,C00047,P0035,2024-11-26,1,579.76
O05409,C01096,P0218,2023-02-12,2,415.34
O05410,C00012,P0054,2024-03-17,2,2692.52
O05411,C01837,P0150,2023-07-11,4,4830.16
O05412,C01260,P0072,2024-06-03,3,3594.96
O05413,C01667,P0262,2023-01-01,4,3540.6
O05414,C00656,P0419,2024-07-01,4,2518.84
O05415,C01673,P0299,2023-05-30,3,3511.53
O05416,C00481,P0325,2024-07-29,5,6806.4
O05417,C00630,P0459,2023-05-21,3,3625.86
O05418,C00054,P0336,2023-12-25,1,222.93
O05419,C01358,P0326,2023-04-29,4,6755.16
O05420,C00977,P0434,2024-04-11,2,3378.9
O05421,C00958,P0440,2023-01-07,1,1983.25
O05422,C00717,P0389,2023-05-10,4,1834.36
O05423,C00623,P0097,2024-11-28,2,1254.82
O05424,C01622,P0296,2023-04-23,4,6954.6
O05425,C00389,P0348,2023-11-04,4,3835.0
O05426,C00130,P0038,2023-08-22,2,2313.98
O05427,C00803,P0191,2023-06-07,1,112.38
O05428,C00560,P0458,2024-07-12,4,2516.96
O05429,C00805,P0166,2023-10-05,1,62.19
O05430,C01820,P0347,2023-10-30,2,905.38
O05431,C01636,P0494,2023-02-06,5,9569.15
O05432,C01592,P0013,2024-08-25,2,769.98
O05433,C00820,P0320,2023-10-16,4,1965.72
O05434,C00495,P0188,2023-02-09,3,4747.71
O05435,C00600,P0429,2023-02-19,5,8670.0
O05436,C02000,P0281,2023-01-27,4,754.2
O05437,C00194,P0018,2024-06-04,5,6647.65
O05438,C00415,P0127,2023-07-04,1,1337.38
O05439,C01771,P0241,2024-12-29,4,6125.48
O05440,C00875,P0373,2024-01-30,2,3717.58
O05441,C00935,P0254,2023-02-20,4,2014.44
O05442,C00222,P0088,2023-07-13,2,2964.38
O05443,C01514,P0023,2023-06-20,1,1561.78
O05444,C00158,P0050,2024-11-01,4,7788.64
O05445,C00362,P0400,2024-10-03,5,4176.1
O05446,C00248,P0074,2024-03-30,2,853.98
O05447,C01916,P0388,2023-04-22,1,922.07
O05448,C00180,P0096,2024-04-03,4,4313.68
O05449,C00290,P0122,2023-12-25,4,2156.64
O05450,C00241,P0091,2024-03-23,4,6732.08
O05451,C00779,P0417,2023-08-28,3,334.02
O05452,C01545,P0402,2023-10-25,2,94.92
O05453,C00150,P0278,2023-06-21,4,1659.12
O05454,C01711,P0390,2023-01-29,3,2602.71
O05455,C01053,P0392,2024-03-21,1,892.97
O05456,C00877,P0179,2024-08-07,1,1950.04
O05457,C01390,P0244,2024-04-23,2,3687.16
O05458,C00997,P0346,2023-07-14,4,336.36
O05459,C00237,P0366,2024-11-09,5,5044.25
O05460,C01609,P0385,2023-05-25,5,9623.65
O05461,C01868,P0476,2024-11-07,5,1295.65
O05462,C00588,P0226,2023-01-15,1,1668.89
O05463,C00529,P0071,2024-02-15,4,5540.16
O05464,C00080,P0116,2023-03-31,5,1437.95
O05465,C01990,P0283,2023-07-27,4,1897.96
O05466,C00156,P0252,2023-03-08,5,9786.9
O05467,C01995,P0147,2023-09-14,1,86.53
O05468,C01497,P0098,2024-02-12,2,1103.08
O05469,C00912,P0211,2023-12-02,2,2102.7
O05470,C01396,P0296,2023-03-03,2,3477.3
O05471,C01534,P0143,2023-01-03,3,4647.45
O05472,C00041,P0351,2024-03-17,3,1171.92
O05473,C00701,P0203,2023-09-06,4,4066.28
O05474,C01483,P0420,2024-06-27,4,198.4
O05475,C00669,P0428,2023-05-02,2,3164.38
O05476,C01089,P0226,2023-11-11,4,6675.56
O05477,C01792,P0209,2023-08-14,4,4283.96
O05478,C00086,P0364,2023-11-04,1,930.34
O05479,C01272,P0058,2023-09-30,1,1713.86
O05480,C00439,P0232,2024-12-17,5,4480.35
O05481,C00531,P0306,2024-08-14,4,562.0
O05482,C01204,P0082,2024-06-25,1,1932.51
O05483,C00776,P0286,2023-10-05,1,1164.64
O05484,C01537,P0365,2023-07-20,1,1542.85
O05485,C00744,P0311,2023-01-01,5,2271.5
O05486,C00879,P0370,2024-08-08,1,1000.0
O05487,C00834,P0255,2024-06-17,3,463.2
O05488,C01030,P0421,2024-06-10,4,6081.8
O05489,C01522,P0120,2023-07-06,3,1105.41
O05490,C01728,P0448,2023-03-06,2,2529.76
O05491,C01668,P0420,2024-08-20,1,49.6
O05492,C01787,P0422,2024-09-20,1,184.69
O05493,C00685,P0143,2023-09-11,1,1549.15
O05494,C00903,P0005,2023-06-15,3,5585.34
O05495,C00927,P0423,2023-05-11,1,990.07
O05496,C00594,P0060,2023-09-08,4,4922.76
O05497,C01491,P0271,2023-12-27,5,6813.7
O05498,C01278,P0019,2024-03-04,4,922.24
O05499,C00656,P0100,2024-01-02,5,3969.05
O05500,C01273,P0134,2023-10-20,5,8125.85
O05501,C00204,P0300,2024-10-05,1,1741.53
O05502,C01230,P0330,2023-08-01,4,4967.0
O05503,C00103,P0134,2023-12-18,2,3250.34
O05504,C01536,P0362,2024-01-31,1,1555.65
O05505,C01864,P0467,2024-03-17,3,47.73
O05506,C01256,P0449,2024-06-17,4,755.84
O05507,C00562,P0425,2023-04-19,2,3644.06
O05508,C01842,P0219,2024-10-24,3,2988.63
O05509,C01511,P0012,2024-02-02,4,2498.44
O05510,C01451,P0108,2023-11-25,4,89.2
O05511,C00977,P0252,2024-10-06,5,9786.9
O05512,C01661,P0248,2023-09-19,3,3600.96
O05513,C00174,P0131,2024-07-08,4,1208.88
O05514,C00119,P0317,2023-08-24,2,2349.44
O05515,C01150,P0024,2024-02-13,3,4266.21
O05516,C00423,P0287,2024-11-21,4,4337.6
O05517,C01858,P0243,2024-06-01,2,3750.44
O05518,C00629,P0187,2023-08-07,2,77.76
O05519,C00616,P0191,2023-12-02,2,224.76
O05520,C00987,P0004,2024-12-03,1,651.71
O05521,C00485,P0060,2024-09-26,1,1230.69
O05522,C01870,P0057,2024-09-11,4,4001.44
O05523,C00317,P0329,2024-07-16,3,3886.11
O05524,C01090,P0425,2024-08-17,3,5466.09
O05525,C00691,P0193,2024-03-19,4,4953.24
O05526,C00857,P0058,2024-05-10,5,8569.3
O05527,C01224,P0096,2024-12-22,3,3235.26
O05528,C01500,P0427,2023-02-02,5,9839.2
O05529,C01784,P0105,2023-08-20,4,4801.48
O05530,C01259,P0014,2024-08-23,1,32.2
O05531,C00001,P0456,2023-09-10,5,9524.35
O05532,C00760,P0262,2024-03-09,1,885.15
O05533,C01165,P0247,2023-12-16,3,2475.3
O05534,C00665,P0019,2023-11-08,1,230.56
O05535,C00949,P0045,2024-10-02,3,1866.93
O05536,C01562,P0470,2024-09-14,3,1948.98
O05537,C00615,P0252,2023-01-12,5,9786.9
O05538,C01391,P0299,2024-03-20,2,2341.02
O05539,C01847,P0185,2024-08-12,5,7975.85
O05540,C01621,P0413,2024-03-01,2,684.14
O05541,C00285,P0373,2024-09-08,1,1858.79
O05542,C00290,P0023,2023-06-29,1,1561.78
O05543,C01491,P0144,2023-02-04,4,3079.72
O05544,C01706,P0477,2023-11-29,2,1835.34
O05545,C00586,P0282,2024-06-28,2,139.18
O05546,C01402,P0274,2023-02-27,1,1128.5
O05547,C01725,P0057,2024-08-31,2,2000.72
O05548,C00498,P0333,2023-06-30,1,1892.24
O05549,C01586,P0289,2024-11-17,1,1780.19
O05550,C01209,P0468,2024-11-17,5,7650.4
O05551,C00918,P0492,2023-03-01,3,363.21
O05552,C00965,P0003,2023-02-10,5,7996.2
O05553,C01835,P0450,2023-08-16,2,1971.66
O05554,C01448,P0371,2024-03-30,1,1479.94
O05555,C01212,P0124,2024-07-17,3,5573.64
O05556,C00789,P0232,2023-10-28,5,4480.35
O05557,C01388,P0118,2024-08-05,1,1123.64
O05558,C01846,P0025,2024-01-14,1,488.67
O05559,C01477,P0420,2023-09-05,4,198.4
O05560,C01612,P0164,2024-12-18,2,1070.12
O05561,C00997,P0359,2023-09-24,1,660.84
O05562,C00104,P0242,2024-08-22,1,412.59
O05563,C00433,P0207,2023-01-23,3,691.23
O05564,C01979,P0373,2023-02-14,3,5576.37
O05565,C01379,P0096,2024-11-05,5,5392.1
O05566,C01121,P0233,2023-04-10,4,3605.12
O05567,C00485,P0361,2024-04-17,4,6289.16
O05568,C00930,P0486,2023-04-23,4,1261.0
O05569,C01485,P0289,2024-05-08,3,5340.57
O05570,C00468,P0093,2023-07-22,2,1498.66
O05571,C00615,P0262,2024-01-25,5,4425.75
O05572,C00382,P0267,2023-03-11,1,1772.83
O05573,C01435,P0066,2023-06-26,3,3370.59
O05574,C00810,P0002,2023-11-21,2,1174.26
O05575,C01788,P0030,2024-03-25,5,5811.9
O05576,C00032,P0162,2024-08-01,3,1253.01
O05577,C00661,P0297,2023-12-19,4,3438.56
O05578,C00327,P0061,2023-08-12,5,8050.75
O05579,C01027,P0100,2023-08-03,3,2381.43
O05580,C00716,P0357,2024-09-26,1,1705.13
O05581,C00101,P0122,2023-03-27,1,539.16
O05582,C00600,P0305,2023-06-24,4,4358.96
O05583,C01940,P0254,2023-10-26,4,2014.44
O05584,C00813,P0185,2023-09-26,4,6380.68
O05585,C01321,P0212,2024-02-23,1,1766.16
O05586,C01579,P0111,2023-06-25,2,2276.9
O05587,C00327,P0386,2023-11-07,4,5176.64
O05588,C00113,P0441,2024-09-24,1,1300.71
O05589,C01409,P0053,2024-05-15,4,3584.88
O05590,C01857,P0490,2023-12-31,5,8593.6
O05591,C00022,P0197,2023-11-05,2,3129.68
O05592,C01991,P0286,2023-08-07,5,5823.2
